Temperature,Year,Month,Country,ISO3
23.75,2008,Jul,Kenya,KEN
24.4,2008,Aug,Kenya,KEN
25.58,2008,Sep,Kenya,KEN
25.75,2008,Oct,Kenya,KEN
24.92,2008,Nov,Kenya,KEN
26.01,2008,Dec,Kenya,KEN
26.2,2009,Jan,Kenya,KEN
26.91,2009,Feb,Kenya,KEN
27.59,2009,Mar,Kenya,KEN
26.61,2009,Apr,Kenya,KEN
25.78,2009,May,Kenya,KEN
25.24,2009,Jun,Kenya,KEN
24.28,2009,Jul,Kenya,KEN
24.52,2009,Aug,Kenya,KEN
25.66,2009,Sep,Kenya,KEN
25.28,2009,Oct,Kenya,KEN
25.65,2009,Nov,Kenya,KEN
25.53,2009,Dec,Kenya,KEN
26.12,2010,Jan,Kenya,KEN
27.33,2010,Feb,Kenya,KEN
26.04,2010,Mar,Kenya,KEN
25.89,2010,Apr,Kenya,KEN
25.63,2010,May,Kenya,KEN
25.08,2010,Jun,Kenya,KEN
23.92,2010,Jul,Kenya,KEN
24.01,2010,Aug,Kenya,KEN
24.9,2010,Sep,Kenya,KEN
25.96,2010,Oct,Kenya,KEN
25.61,2010,Nov,Kenya,KEN
25.91,2010,Dec,Kenya,KEN
26.32,2011,Jan,Kenya,KEN
26.82,2011,Feb,Kenya,KEN
27.27,2011,Mar,Kenya,KEN
26.98,2011,Apr,Kenya,KEN
26.22,2011,May,Kenya,KEN
25.21,2011,Jun,Kenya,KEN
24.44,2011,Jul,Kenya,KEN
24.3,2011,Aug,Kenya,KEN
25.1,2011,Sep,Kenya,KEN
24.8,2011,Oct,Kenya,KEN
24.06,2011,Nov,Kenya,KEN
24.8,2011,Dec,Kenya,KEN
25.9,2012,Jan,Kenya,KEN
26.69,2012,Feb,Kenya,KEN
27.1,2012,Mar,Kenya,KEN
26.07,2012,Apr,Kenya,KEN
25.46,2012,May,Kenya,KEN
24.67,2012,Jun,Kenya,KEN
23.75,2012,Jul,Kenya,KEN
24.14,2012,Aug,Kenya,KEN
24.96,2012,Sep,Kenya,KEN
25.37,2012,Oct,Kenya,KEN
25.24,2012,Nov,Kenya,KEN
25.28,2012,Dec,Kenya,KEN
26.1,2013,Jan,Kenya,KEN
26.93,2013,Feb,Kenya,KEN
26.86,2013,Mar,Kenya,KEN
25.37,2013,Apr,Kenya,KEN
25.01,2013,May,Kenya,KEN
24.1,2013,Jun,Kenya,KEN
23.58,2013,Jul,Kenya,KEN
23.75,2013,Aug,Kenya,KEN
25.12,2013,Sep,Kenya,KEN
25.95,2013,Oct,Kenya,KEN
24.92,2013,Nov,Kenya,KEN
25.3,2013,Dec,Kenya,KEN
26.27,2014,Jan,Kenya,KEN
26.67,2014,Feb,Kenya,KEN
26.6,2014,Mar,Kenya,KEN
26.0,2014,Apr,Kenya,KEN
25.57,2014,May,Kenya,KEN
24.85,2014,Jun,Kenya,KEN
24.42,2014,Jul,Kenya,KEN
24.42,2014,Aug,Kenya,KEN
24.88,2014,Sep,Kenya,KEN
25.9,2014,Oct,Kenya,KEN
25.19,2014,Nov,Kenya,KEN
25.6,2014,Dec,Kenya,KEN
26.29,2015,Jan,Kenya,KEN
27.14,2015,Feb,Kenya,KEN
27.13,2015,Mar,Kenya,KEN
25.73,2015,Apr,Kenya,KEN
25.79,2015,May,Kenya,KEN
25.23,2015,Jun,Kenya,KEN
24.45,2015,Jul,Kenya,KEN
24.69,2015,Aug,Kenya,KEN
25.7,2015,Sep,Kenya,KEN
26.42,2015,Oct,Kenya,KEN
25.06,2015,Nov,Kenya,KEN
25.59,2015,Dec,Kenya,KEN
26.84,2016,Jan,Kenya,KEN
27.25,2016,Feb,Kenya,KEN
28.5,2016,Mar,Kenya,KEN
26.82,2016,Apr,Kenya,KEN
25.28,2016,May,Kenya,KEN
24.63,2016,Jun,Kenya,KEN
23.96,2016,Jul,Kenya,KEN
24.23,2016,Aug,Kenya,KEN
24.47,2016,Sep,Kenya,KEN
26.07,2016,Oct,Kenya,KEN
25.41,2016,Nov,Kenya,KEN
25.57,2016,Dec,Kenya,KEN
26.2,2017,Jan,Kenya,KEN
26.8,2017,Feb,Kenya,KEN
27.89,2017,Mar,Kenya,KEN
26.95,2017,Apr,Kenya,KEN
25.55,2017,May,Kenya,KEN
25.5,2017,Jun,Kenya,KEN
24.58,2017,Jul,Kenya,KEN
24.81,2017,Aug,Kenya,KEN
25.23,2017,Sep,Kenya,KEN
25.98,2017,Oct,Kenya,KEN
24.85,2017,Nov,Kenya,KEN
25.94,2017,Dec,Kenya,KEN
26.03,2018,Jan,Kenya,KEN
26.84,2018,Feb,Kenya,KEN
25.31,2018,Mar,Kenya,KEN
24.37,2018,Apr,Kenya,KEN
24.54,2018,May,Kenya,KEN
24.02,2018,Jun,Kenya,KEN
23.86,2018,Jul,Kenya,KEN
24.18,2018,Aug,Kenya,KEN
25.35,2018,Sep,Kenya,KEN
25.81,2018,Oct,Kenya,KEN
25.9,2018,Nov,Kenya,KEN
25.46,2018,Dec,Kenya,KEN
26.8,2019,Jan,Kenya,KEN
27.54,2019,Feb,Kenya,KEN
28.1,2019,Mar,Kenya,KEN
27.99,2019,Apr,Kenya,KEN
26.11,2019,May,Kenya,KEN
25.21,2019,Jun,Kenya,KEN
24.68,2019,Jul,Kenya,KEN
24.87,2019,Aug,Kenya,KEN
25.55,2019,Sep,Kenya,KEN
24.69,2019,Oct,Kenya,KEN
24.74,2019,Nov,Kenya,KEN
24.94,2019,Dec,Kenya,KEN
26.01,2020,Jan,Kenya,KEN
26.84,2020,Feb,Kenya,KEN
26.97,2020,Mar,Kenya,KEN
25.73,2020,Apr,Kenya,KEN
25.54,2020,May,Kenya,KEN
24.78,2020,Jun,Kenya,KEN
24.04,2020,Jul,Kenya,KEN
24.25,2020,Aug,Kenya,KEN
24.9,2020,Sep,Kenya,KEN
25.98,2020,Oct,Kenya,KEN
25.23,2020,Nov,Kenya,KEN
25.97,2020,Dec,Kenya,KEN
25.89,2021,Jan,Kenya,KEN
26.76,2021,Feb,Kenya,KEN
27.29,2021,Mar,Kenya,KEN
26.48,2021,Apr,Kenya,KEN
25.58,2021,May,Kenya,KEN
24.76,2021,Jun,Kenya,KEN
24.15,2021,Jul,Kenya,KEN
24.84,2021,Aug,Kenya,KEN
25.52,2021,Sep,Kenya,KEN
26.5,2021,Oct,Kenya,KEN
26.76,2021,Nov,Kenya,KEN
25.64,2021,Dec,Kenya,KEN
26.26,2022,Jan,Kenya,KEN
27.11,2022,Feb,Kenya,KEN
27.81,2022,Mar,Kenya,KEN
26.96,2022,Apr,Kenya,KEN
26.0,2022,May,Kenya,KEN
24.71,2022,Jun,Kenya,KEN
23.81,2022,Jul,Kenya,KEN
23.85,2022,Aug,Kenya,KEN
24.94,2022,Sep,Kenya,KEN
25.88,2022,Oct,Kenya,KEN
25.53,2022,Nov,Kenya,KEN
25.78,2022,Dec,Kenya,KEN
26.26,2023,Jan,Kenya,KEN
27.23,2023,Feb,Kenya,KEN
26.52,2023,Mar,Kenya,KEN
25.48,2023,Apr,Kenya,KEN
25.57,2023,May,Kenya,KEN
25.21,2023,Jun,Kenya,KEN
24.39,2023,Jul,Kenya,KEN
24.98,2023,Aug,Kenya,KEN
25.95,2023,Sep,Kenya,KEN
26.14,2023,Oct,Kenya,KEN
24.39,2023,Nov,Kenya,KEN
25.84,2023,Dec,Kenya,KEN
