Domain,Area,Element,Item,Year,Unit,Value
Crops,Kenya,Yield,"Cloves (whole stems), raw",1990,hg/ha,2678.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",1991,hg/ha,2607.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",1992,hg/ha,2537.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",1993,hg/ha,2467.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",1994,hg/ha,2445.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",1995,hg/ha,2492.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",1996,hg/ha,2539.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",1997,hg/ha,2718.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",1998,hg/ha,2892.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",1999,hg/ha,3007.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2000,hg/ha,3143.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2001,hg/ha,3784.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2002,hg/ha,4167.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2003,hg/ha,4342.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2004,hg/ha,4255.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2005,hg/ha,5428.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2006,hg/ha,6391.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2007,hg/ha,7547.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2008,hg/ha,8718.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2009,hg/ha,8696.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2010,hg/ha,8621.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2011,hg/ha,8718.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2012,hg/ha,8750.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2013,hg/ha,9000.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2014,hg/ha,9320.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2015,hg/ha,10082.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2016,hg/ha,9482.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2017,hg/ha,9266.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2018,hg/ha,9296.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2019,hg/ha,9394.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2020,hg/ha,9522.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2021,hg/ha,9393.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2022,hg/ha,9389.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2023,hg/ha,9373.0
Crops,Kenya,Yield,"Cloves (whole stems), raw",2024,hg/ha,9300.0
Crops,Kenya,Yield,"Coconuts, in shell",1961,hg/ha,38235.0
Crops,Kenya,Yield,"Coconuts, in shell",1962,hg/ha,38235.0
Crops,Kenya,Yield,"Coconuts, in shell",1963,hg/ha,38235.0
Crops,Kenya,Yield,"Coconuts, in shell",1964,hg/ha,38235.0
Crops,Kenya,Yield,"Coconuts, in shell",1965,hg/ha,38235.0
Crops,Kenya,Yield,"Coconuts, in shell",1966,hg/ha,38235.0
Crops,Kenya,Yield,"Coconuts, in shell",1967,hg/ha,38235.0
Crops,Kenya,Yield,"Coconuts, in shell",1968,hg/ha,44118.0
Crops,Kenya,Yield,"Coconuts, in shell",1969,hg/ha,44118.0
Crops,Kenya,Yield,"Coconuts, in shell",1970,hg/ha,47059.0
Crops,Kenya,Yield,"Coconuts, in shell",1971,hg/ha,44118.0
Crops,Kenya,Yield,"Coconuts, in shell",1972,hg/ha,47059.0
Crops,Kenya,Yield,"Coconuts, in shell",1973,hg/ha,47059.0
Crops,Kenya,Yield,"Coconuts, in shell",1974,hg/ha,43750.0
Crops,Kenya,Yield,"Coconuts, in shell",1975,hg/ha,40000.0
Crops,Kenya,Yield,"Coconuts, in shell",1976,hg/ha,40625.0
Crops,Kenya,Yield,"Coconuts, in shell",1977,hg/ha,46875.0
Crops,Kenya,Yield,"Coconuts, in shell",1978,hg/ha,48750.0
Crops,Kenya,Yield,"Coconuts, in shell",1979,hg/ha,46875.0
Crops,Kenya,Yield,"Coconuts, in shell",1980,hg/ha,46667.0
Crops,Kenya,Yield,"Coconuts, in shell",1981,hg/ha,42857.0
Crops,Kenya,Yield,"Coconuts, in shell",1982,hg/ha,26310.0
Crops,Kenya,Yield,"Coconuts, in shell",1983,hg/ha,33333.0
Crops,Kenya,Yield,"Coconuts, in shell",1984,hg/ha,31111.0
Crops,Kenya,Yield,"Coconuts, in shell",1985,hg/ha,29630.0
Crops,Kenya,Yield,"Coconuts, in shell",1986,hg/ha,29630.0
Crops,Kenya,Yield,"Coconuts, in shell",1987,hg/ha,28148.0
Crops,Kenya,Yield,"Coconuts, in shell",1988,hg/ha,29630.0
Crops,Kenya,Yield,"Coconuts, in shell",1989,hg/ha,30370.0
Crops,Kenya,Yield,"Coconuts, in shell",1990,hg/ha,28618.0
Crops,Kenya,Yield,"Coconuts, in shell",1991,hg/ha,32552.0
Crops,Kenya,Yield,"Coconuts, in shell",1992,hg/ha,32706.0
Crops,Kenya,Yield,"Coconuts, in shell",1993,hg/ha,35203.0
Crops,Kenya,Yield,"Coconuts, in shell",1994,hg/ha,37931.0
Crops,Kenya,Yield,"Coconuts, in shell",1995,hg/ha,33073.0
Crops,Kenya,Yield,"Coconuts, in shell",1996,hg/ha,29099.0
Crops,Kenya,Yield,"Coconuts, in shell",1997,hg/ha,30570.0
Crops,Kenya,Yield,"Coconuts, in shell",1998,hg/ha,30463.0
Crops,Kenya,Yield,"Coconuts, in shell",1999,hg/ha,30748.0
Crops,Kenya,Yield,"Coconuts, in shell",2000,hg/ha,31053.0
Crops,Kenya,Yield,"Coconuts, in shell",2001,hg/ha,32295.0
Crops,Kenya,Yield,"Coconuts, in shell",2002,hg/ha,35291.0
Crops,Kenya,Yield,"Coconuts, in shell",2003,hg/ha,34748.0
Crops,Kenya,Yield,"Coconuts, in shell",2004,hg/ha,40000.0
Crops,Kenya,Yield,"Coconuts, in shell",2005,hg/ha,39873.0
Crops,Kenya,Yield,"Coconuts, in shell",2006,hg/ha,16451.0
Crops,Kenya,Yield,"Coconuts, in shell",2007,hg/ha,16363.0
Crops,Kenya,Yield,"Coconuts, in shell",2008,hg/ha,14646.0
Crops,Kenya,Yield,"Coconuts, in shell",2009,hg/ha,13031.0
Crops,Kenya,Yield,"Coconuts, in shell",2010,hg/ha,14880.0
Crops,Kenya,Yield,"Coconuts, in shell",2011,hg/ha,17270.0
Crops,Kenya,Yield,"Coconuts, in shell",2012,hg/ha,28508.0
Crops,Kenya,Yield,"Coconuts, in shell",2013,hg/ha,16365.0
Crops,Kenya,Yield,"Coconuts, in shell",2014,hg/ha,16484.0
Crops,Kenya,Yield,"Coconuts, in shell",2015,hg/ha,22888.0
Crops,Kenya,Yield,"Coconuts, in shell",2016,hg/ha,24309.0
Crops,Kenya,Yield,"Coconuts, in shell",2017,hg/ha,11374.0
Crops,Kenya,Yield,"Coconuts, in shell",2018,hg/ha,12706.0
Crops,Kenya,Yield,"Coconuts, in shell",2019,hg/ha,12955.0
Crops,Kenya,Yield,"Coconuts, in shell",2020,hg/ha,12957.0
Crops,Kenya,Yield,"Coconuts, in shell",2021,hg/ha,11159.0
Crops,Kenya,Yield,"Coconuts, in shell",2022,hg/ha,9922.0
Crops,Kenya,Yield,"Coconuts, in shell",2023,hg/ha,11037.0
Crops,Kenya,Yield,"Coconuts, in shell",2024,hg/ha,11619.0
Crops,Kenya,Yield,"Coffee, green",1961,hg/ha,6748.0
Crops,Kenya,Yield,"Coffee, green",1962,hg/ha,7042.0
Crops,Kenya,Yield,"Coffee, green",1963,hg/ha,6940.0
Crops,Kenya,Yield,"Coffee, green",1964,hg/ha,5060.0
Crops,Kenya,Yield,"Coffee, green",1965,hg/ha,4735.0
Crops,Kenya,Yield,"Coffee, green",1966,hg/ha,6667.0
Crops,Kenya,Yield,"Coffee, green",1967,hg/ha,5621.0
Crops,Kenya,Yield,"Coffee, green",1968,hg/ha,4660.0
Crops,Kenya,Yield,"Coffee, green",1969,hg/ha,6166.0
Crops,Kenya,Yield,"Coffee, green",1970,hg/ha,6860.0
Crops,Kenya,Yield,"Coffee, green",1971,hg/ha,7001.0
Crops,Kenya,Yield,"Coffee, green",1972,hg/ha,7011.0
Crops,Kenya,Yield,"Coffee, green",1973,hg/ha,7049.0
Crops,Kenya,Yield,"Coffee, green",1974,hg/ha,7010.0
Crops,Kenya,Yield,"Coffee, green",1975,hg/ha,5960.0
Crops,Kenya,Yield,"Coffee, green",1976,hg/ha,7595.0
Crops,Kenya,Yield,"Coffee, green",1977,hg/ha,7820.0
Crops,Kenya,Yield,"Coffee, green",1978,hg/ha,6912.0
Crops,Kenya,Yield,"Coffee, green",1979,hg/ha,6301.0
Crops,Kenya,Yield,"Coffee, green",1980,hg/ha,8919.0
Crops,Kenya,Yield,"Coffee, green",1981,hg/ha,8479.0
Crops,Kenya,Yield,"Coffee, green",1982,hg/ha,6669.0
Crops,Kenya,Yield,"Coffee, green",1983,hg/ha,6395.0
Crops,Kenya,Yield,"Coffee, green",1984,hg/ha,7903.0
Crops,Kenya,Yield,"Coffee, green",1985,hg/ha,6158.0
Crops,Kenya,Yield,"Coffee, green",1986,hg/ha,7289.0
Crops,Kenya,Yield,"Coffee, green",1987,hg/ha,6775.0
Crops,Kenya,Yield,"Coffee, green",1988,hg/ha,8234.0
Crops,Kenya,Yield,"Coffee, green",1989,hg/ha,7636.0
Crops,Kenya,Yield,"Coffee, green",1990,hg/ha,6786.0
Crops,Kenya,Yield,"Coffee, green",1991,hg/ha,5560.0
Crops,Kenya,Yield,"Coffee, green",1992,hg/ha,5546.0
Crops,Kenya,Yield,"Coffee, green",1993,hg/ha,4747.0
Crops,Kenya,Yield,"Coffee, green",1994,hg/ha,5035.0
Crops,Kenya,Yield,"Coffee, green",1995,hg/ha,5944.0
Crops,Kenya,Yield,"Coffee, green",1996,hg/ha,5523.0
Crops,Kenya,Yield,"Coffee, green",1997,hg/ha,3880.0
Crops,Kenya,Yield,"Coffee, green",1998,hg/ha,3009.0
Crops,Kenya,Yield,"Coffee, green",1999,hg/ha,4006.0
Crops,Kenya,Yield,"Coffee, green",2000,hg/ha,5924.0
Crops,Kenya,Yield,"Coffee, green",2001,hg/ha,3041.0
Crops,Kenya,Yield,"Coffee, green",2002,hg/ha,3053.0
Crops,Kenya,Yield,"Coffee, green",2003,hg/ha,3261.0
Crops,Kenya,Yield,"Coffee, green",2004,hg/ha,2849.0
Crops,Kenya,Yield,"Coffee, green",2005,hg/ha,2659.0
Crops,Kenya,Yield,"Coffee, green",2006,hg/ha,2841.0
Crops,Kenya,Yield,"Coffee, green",2007,hg/ha,3274.0
Crops,Kenya,Yield,"Coffee, green",2008,hg/ha,2710.0
Crops,Kenya,Yield,"Coffee, green",2009,hg/ha,3375.0
Crops,Kenya,Yield,"Coffee, green",2010,hg/ha,2625.0
Crops,Kenya,Yield,"Coffee, green",2011,hg/ha,3140.0
Crops,Kenya,Yield,"Coffee, green",2012,hg/ha,4463.0
Crops,Kenya,Yield,"Coffee, green",2013,hg/ha,3625.0
Crops,Kenya,Yield,"Coffee, green",2014,hg/ha,4500.0
Crops,Kenya,Yield,"Coffee, green",2015,hg/ha,3700.0
Crops,Kenya,Yield,"Coffee, green",2016,hg/ha,4044.0
Crops,Kenya,Yield,"Coffee, green",2017,hg/ha,3367.0
Crops,Kenya,Yield,"Coffee, green",2018,hg/ha,3580.0
Crops,Kenya,Yield,"Coffee, green",2019,hg/ha,3721.0
Crops,Kenya,Yield,"Coffee, green",2020,hg/ha,3083.0
Crops,Kenya,Yield,"Coffee, green",2021,hg/ha,3189.0
Crops,Kenya,Yield,"Coffee, green",2022,hg/ha,4744.0
Crops,Kenya,Yield,"Coffee, green",2023,hg/ha,4352.0
Crops,Kenya,Yield,"Coffee, green",2024,hg/ha,4357.0
Crops,Kenya,Yield,"Cow peas, dry",1989,hg/ha,4750.0
Crops,Kenya,Yield,"Cow peas, dry",1990,hg/ha,5008.0
Crops,Kenya,Yield,"Cow peas, dry",1991,hg/ha,4995.0
Crops,Kenya,Yield,"Cow peas, dry",1992,hg/ha,4426.0
Crops,Kenya,Yield,"Cow peas, dry",1993,hg/ha,5923.0
Crops,Kenya,Yield,"Cow peas, dry",1994,hg/ha,5632.0
Crops,Kenya,Yield,"Cow peas, dry",1995,hg/ha,2958.0
Crops,Kenya,Yield,"Cow peas, dry",1996,hg/ha,6300.0
Crops,Kenya,Yield,"Cow peas, dry",1997,hg/ha,3265.0
Crops,Kenya,Yield,"Cow peas, dry",1998,hg/ha,2212.0
Crops,Kenya,Yield,"Cow peas, dry",1999,hg/ha,4541.0
Crops,Kenya,Yield,"Cow peas, dry",2000,hg/ha,3815.0
Crops,Kenya,Yield,"Cow peas, dry",2001,hg/ha,3846.0
Crops,Kenya,Yield,"Cow peas, dry",2002,hg/ha,4855.0
Crops,Kenya,Yield,"Cow peas, dry",2003,hg/ha,3096.0
Crops,Kenya,Yield,"Cow peas, dry",2004,hg/ha,2342.0
Crops,Kenya,Yield,"Cow peas, dry",2005,hg/ha,4980.0
Crops,Kenya,Yield,"Cow peas, dry",2006,hg/ha,5421.0
Crops,Kenya,Yield,"Cow peas, dry",2007,hg/ha,6396.0
Crops,Kenya,Yield,"Cow peas, dry",2008,hg/ha,3237.0
Crops,Kenya,Yield,"Cow peas, dry",2009,hg/ha,4839.0
Crops,Kenya,Yield,"Cow peas, dry",2010,hg/ha,4295.0
Crops,Kenya,Yield,"Cow peas, dry",2011,hg/ha,4118.0
Crops,Kenya,Yield,"Cow peas, dry",2012,hg/ha,5309.0
Crops,Kenya,Yield,"Cow peas, dry",2013,hg/ha,5333.0
Crops,Kenya,Yield,"Cow peas, dry",2014,hg/ha,4920.0
Crops,Kenya,Yield,"Cow peas, dry",2015,hg/ha,7252.0
Crops,Kenya,Yield,"Cow peas, dry",2016,hg/ha,6444.0
Crops,Kenya,Yield,"Cow peas, dry",2017,hg/ha,6378.0
Crops,Kenya,Yield,"Cow peas, dry",2018,hg/ha,7479.0
Crops,Kenya,Yield,"Cow peas, dry",2019,hg/ha,9179.0
Crops,Kenya,Yield,"Cow peas, dry",2020,hg/ha,11047.0
Crops,Kenya,Yield,"Cow peas, dry",2021,hg/ha,5316.0
Crops,Kenya,Yield,"Cow peas, dry",2022,hg/ha,5783.0
Crops,Kenya,Yield,"Cow peas, dry",2023,hg/ha,6889.0
Crops,Kenya,Yield,"Cow peas, dry",2024,hg/ha,3334.0
Crops,Kenya,Yield,Cucumbers and gherkins,1991,hg/ha,95875.0
Crops,Kenya,Yield,Cucumbers and gherkins,1992,hg/ha,87500.0
Crops,Kenya,Yield,Cucumbers and gherkins,1993,hg/ha,102683.0
Crops,Kenya,Yield,Cucumbers and gherkins,1994,hg/ha,186604.0
Crops,Kenya,Yield,Cucumbers and gherkins,1995,hg/ha,72000.0
Crops,Kenya,Yield,Cucumbers and gherkins,1996,hg/ha,96667.0
Crops,Kenya,Yield,Cucumbers and gherkins,1997,hg/ha,125000.0
Crops,Kenya,Yield,Cucumbers and gherkins,1998,hg/ha,70000.0
Crops,Kenya,Yield,Cucumbers and gherkins,1999,hg/ha,124203.0
Crops,Kenya,Yield,Cucumbers and gherkins,2000,hg/ha,99524.0
Crops,Kenya,Yield,Cucumbers and gherkins,2001,hg/ha,85079.0
Crops,Kenya,Yield,Cucumbers and gherkins,2002,hg/ha,79121.0
Crops,Kenya,Yield,Cucumbers and gherkins,2003,hg/ha,65507.0
Crops,Kenya,Yield,Cucumbers and gherkins,2004,hg/ha,90000.0
Crops,Kenya,Yield,Cucumbers and gherkins,2005,hg/ha,110448.0
Crops,Kenya,Yield,Cucumbers and gherkins,2006,hg/ha,111842.0
Crops,Kenya,Yield,Cucumbers and gherkins,2007,hg/ha,126923.0
Crops,Kenya,Yield,Cucumbers and gherkins,2008,hg/ha,253676.0
Crops,Kenya,Yield,Cucumbers and gherkins,2009,hg/ha,59536.0
Crops,Kenya,Yield,Cucumbers and gherkins,2010,hg/ha,47618.0
Crops,Kenya,Yield,Cucumbers and gherkins,2011,hg/ha,50973.0
Crops,Kenya,Yield,Cucumbers and gherkins,2012,hg/ha,123801.0
Crops,Kenya,Yield,Cucumbers and gherkins,2013,hg/ha,132535.0
Crops,Kenya,Yield,Cucumbers and gherkins,2014,hg/ha,100355.0
Crops,Kenya,Yield,Cucumbers and gherkins,2015,hg/ha,81000.0
Crops,Kenya,Yield,Cucumbers and gherkins,2016,hg/ha,67978.0
Crops,Kenya,Yield,Cucumbers and gherkins,2017,hg/ha,108392.0
Crops,Kenya,Yield,Cucumbers and gherkins,2018,hg/ha,74940.0
Crops,Kenya,Yield,Cucumbers and gherkins,2019,hg/ha,86530.0
Crops,Kenya,Yield,Cucumbers and gherkins,2020,hg/ha,116699.0
Crops,Kenya,Yield,Cucumbers and gherkins,2021,hg/ha,108351.0
Crops,Kenya,Yield,Cucumbers and gherkins,2022,hg/ha,84880.0
Crops,Kenya,Yield,Cucumbers and gherkins,2023,hg/ha,116466.0
Crops,Kenya,Yield,Cucumbers and gherkins,2024,hg/ha,103976.0
Crops,Kenya,Yield,Dates,1961,hg/ha,33333.0
Crops,Kenya,Yield,Dates,1962,hg/ha,30000.0
Crops,Kenya,Yield,Dates,1963,hg/ha,30000.0
Crops,Kenya,Yield,Dates,1964,hg/ha,30000.0
Crops,Kenya,Yield,Dates,1965,hg/ha,30000.0
Crops,Kenya,Yield,Dates,1966,hg/ha,30000.0
Crops,Kenya,Yield,Dates,1967,hg/ha,30000.0
Crops,Kenya,Yield,Dates,1968,hg/ha,28000.0
Crops,Kenya,Yield,Dates,1969,hg/ha,28000.0
Crops,Kenya,Yield,Dates,1970,hg/ha,28000.0
Crops,Kenya,Yield,Dates,1971,hg/ha,28000.0
Crops,Kenya,Yield,Dates,1972,hg/ha,28000.0
Crops,Kenya,Yield,Dates,1973,hg/ha,28000.0
Crops,Kenya,Yield,Dates,1974,hg/ha,28000.0
Crops,Kenya,Yield,Dates,1975,hg/ha,28000.0
Crops,Kenya,Yield,Dates,1976,hg/ha,28571.0
Crops,Kenya,Yield,Dates,1977,hg/ha,31429.0
Crops,Kenya,Yield,Dates,1978,hg/ha,28000.0
Crops,Kenya,Yield,Dates,1979,hg/ha,28571.0
Crops,Kenya,Yield,Dates,1980,hg/ha,31429.0
Crops,Kenya,Yield,Dates,1981,hg/ha,31429.0
Crops,Kenya,Yield,Dates,1982,hg/ha,31429.0
Crops,Kenya,Yield,Dates,1983,hg/ha,31429.0
Crops,Kenya,Yield,Dates,1984,hg/ha,29412.0
Crops,Kenya,Yield,Dates,1985,hg/ha,28986.0
Crops,Kenya,Yield,Dates,1986,hg/ha,28986.0
Crops,Kenya,Yield,Dates,1987,hg/ha,28986.0
Crops,Kenya,Yield,Dates,1988,hg/ha,31884.0
Crops,Kenya,Yield,Dates,1989,hg/ha,31884.0
Crops,Kenya,Yield,Dates,1990,hg/ha,23182.0
Crops,Kenya,Yield,Dates,1991,hg/ha,33381.0
Crops,Kenya,Yield,Dates,1992,hg/ha,33291.0
Crops,Kenya,Yield,Dates,1993,hg/ha,33813.0
Crops,Kenya,Yield,Dates,1994,hg/ha,34140.0
Crops,Kenya,Yield,Dates,1995,hg/ha,34286.0
Crops,Kenya,Yield,Dates,1996,hg/ha,32500.0
Crops,Kenya,Yield,Dates,1997,hg/ha,32277.0
Crops,Kenya,Yield,Dates,1998,hg/ha,31884.0
Crops,Kenya,Yield,Dates,1999,hg/ha,31333.0
Crops,Kenya,Yield,Dates,2000,hg/ha,30303.0
Crops,Kenya,Yield,Dates,2001,hg/ha,30136.0
Crops,Kenya,Yield,Dates,2002,hg/ha,29592.0
Crops,Kenya,Yield,Dates,2003,hg/ha,29057.0
Crops,Kenya,Yield,Dates,2004,hg/ha,28466.0
Crops,Kenya,Yield,Dates,2005,hg/ha,28212.0
Crops,Kenya,Yield,Dates,2006,hg/ha,27732.0
Crops,Kenya,Yield,Dates,2007,hg/ha,27255.0
Crops,Kenya,Yield,Dates,2008,hg/ha,26778.0
Crops,Kenya,Yield,Dates,2009,hg/ha,26301.0
Crops,Kenya,Yield,Dates,2010,hg/ha,25823.0
Crops,Kenya,Yield,Dates,2011,hg/ha,25343.0
Crops,Kenya,Yield,Dates,2012,hg/ha,24719.0
Crops,Kenya,Yield,Dates,2013,hg/ha,24444.0
Crops,Kenya,Yield,Dates,2014,hg/ha,24128.0
Crops,Kenya,Yield,Dates,2015,hg/ha,23798.0
Crops,Kenya,Yield,Dates,2016,hg/ha,23415.0
Crops,Kenya,Yield,Dates,2017,hg/ha,22976.0
Crops,Kenya,Yield,Dates,2018,hg/ha,22559.0
Crops,Kenya,Yield,Dates,2019,hg/ha,22148.0
Crops,Kenya,Yield,Dates,2020,hg/ha,21766.0
Crops,Kenya,Yield,Dates,2021,hg/ha,22389.0
Crops,Kenya,Yield,Dates,2022,hg/ha,22431.0
Crops,Kenya,Yield,Dates,2023,hg/ha,22441.0
Crops,Kenya,Yield,Dates,2024,hg/ha,22564.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1961,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1962,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1963,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1964,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1965,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1966,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1967,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1968,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1969,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1970,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1971,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1972,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1973,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1974,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1975,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1976,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1977,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1978,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1979,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1980,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1981,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1982,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1983,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1984,hg/ha,50000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1985,hg/ha,60000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1986,hg/ha,65000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1987,hg/ha,65000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1988,hg/ha,75000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1989,hg/ha,85227.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1990,hg/ha,104874.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1991,hg/ha,92078.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1992,hg/ha,150000.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1993,hg/ha,44610.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1994,hg/ha,48245.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1995,hg/ha,84211.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1996,hg/ha,135660.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1997,hg/ha,84449.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1998,hg/ha,143897.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",1999,hg/ha,65388.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2000,hg/ha,70792.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2001,hg/ha,60576.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2002,hg/ha,32570.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2003,hg/ha,72725.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2004,hg/ha,73793.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2005,hg/ha,65296.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2006,hg/ha,72665.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2007,hg/ha,84652.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2008,hg/ha,78251.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2009,hg/ha,77113.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2010,hg/ha,76753.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2011,hg/ha,76307.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2012,hg/ha,80435.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2013,hg/ha,80435.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2014,hg/ha,76315.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2015,hg/ha,77247.0
Crops,Kenya,Yield,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2016,hg/ha,75924.0
