Domain,Area,Element,Item,Year,Unit,Value
Crops,Kenya,Yield,"Other beans, green",1992,hg/ha,35969.0
Crops,Kenya,Yield,"Other beans, green",1993,hg/ha,33794.0
Crops,Kenya,Yield,"Other beans, green",1994,hg/ha,41601.0
Crops,Kenya,Yield,"Other beans, green",1995,hg/ha,33287.0
Crops,Kenya,Yield,"Other beans, green",1996,hg/ha,38441.0
Crops,Kenya,Yield,"Other beans, green",1997,hg/ha,37102.0
Crops,Kenya,Yield,"Other beans, green",1998,hg/ha,53483.0
Crops,Kenya,Yield,"Other beans, green",1999,hg/ha,53487.0
Crops,Kenya,Yield,"Other beans, green",2000,hg/ha,43413.0
Crops,Kenya,Yield,"Other beans, green",2001,hg/ha,47529.0
Crops,Kenya,Yield,"Other beans, green",2002,hg/ha,44459.0
Crops,Kenya,Yield,"Other beans, green",2003,hg/ha,56836.0
Crops,Kenya,Yield,"Other beans, green",2004,hg/ha,77047.0
Crops,Kenya,Yield,"Other beans, green",2005,hg/ha,100000.0
Crops,Kenya,Yield,"Other beans, green",2006,hg/ha,100000.0
Crops,Kenya,Yield,"Other beans, green",2007,hg/ha,87068.0
Crops,Kenya,Yield,"Other beans, green",2008,hg/ha,199513.0
Crops,Kenya,Yield,"Other beans, green",2009,hg/ha,139376.0
Crops,Kenya,Yield,"Other beans, green",2010,hg/ha,96165.0
Crops,Kenya,Yield,"Other beans, green",2011,hg/ha,95745.0
Crops,Kenya,Yield,"Other beans, green",2012,hg/ha,91248.0
Crops,Kenya,Yield,"Other beans, green",2013,hg/ha,94288.0
Crops,Kenya,Yield,"Other beans, green",2014,hg/ha,109745.0
Crops,Kenya,Yield,"Other beans, green",2015,hg/ha,120338.0
Crops,Kenya,Yield,"Other beans, green",2016,hg/ha,110381.0
Crops,Kenya,Yield,"Other beans, green",2017,hg/ha,110591.0
Crops,Kenya,Yield,"Other beans, green",2018,hg/ha,113578.0
Crops,Kenya,Yield,"Other beans, green",2019,hg/ha,108172.0
Crops,Kenya,Yield,"Other beans, green",2020,hg/ha,109522.0
Crops,Kenya,Yield,"Other beans, green",2021,hg/ha,107724.0
Crops,Kenya,Yield,"Other beans, green",2022,hg/ha,108469.0
Crops,Kenya,Yield,"Other beans, green",2023,hg/ha,108567.0
Crops,Kenya,Yield,"Other beans, green",2024,hg/ha,108252.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1986,hg/ha,33333.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1987,hg/ha,33333.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1988,hg/ha,33333.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1989,hg/ha,35000.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1990,hg/ha,25448.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1991,hg/ha,33333.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1992,hg/ha,33502.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1993,hg/ha,33437.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1994,hg/ha,33333.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1995,hg/ha,33333.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1996,hg/ha,33333.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1997,hg/ha,33311.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1998,hg/ha,34211.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,1999,hg/ha,33333.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2000,hg/ha,31250.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2001,hg/ha,31368.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2002,hg/ha,30871.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2003,hg/ha,30436.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2004,hg/ha,30043.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2005,hg/ha,29412.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2006,hg/ha,30336.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2007,hg/ha,30188.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2008,hg/ha,30049.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2009,hg/ha,29901.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2010,hg/ha,29728.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2011,hg/ha,29521.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2012,hg/ha,29070.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2013,hg/ha,28571.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2014,hg/ha,28393.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2015,hg/ha,28684.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2016,hg/ha,28578.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2017,hg/ha,28292.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2018,hg/ha,27985.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2019,hg/ha,27699.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2020,hg/ha,27418.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2021,hg/ha,27395.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2022,hg/ha,27309.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2023,hg/ha,27533.0
Crops,Kenya,Yield,Other berries and fruits of the genus vaccinium n.e.c.,2024,hg/ha,27574.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1961,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1962,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1963,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1964,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1965,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1966,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1967,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1968,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1969,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1970,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1971,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1972,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1973,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1974,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1975,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1976,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1977,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1978,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1979,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1980,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1981,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1982,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1983,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1984,hg/ha,50000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1985,hg/ha,58824.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1986,hg/ha,58333.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1987,hg/ha,59259.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1988,hg/ha,60000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1989,hg/ha,62500.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1990,hg/ha,94568.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1991,hg/ha,74907.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1992,hg/ha,78572.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1993,hg/ha,101011.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1994,hg/ha,108667.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1995,hg/ha,109721.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1996,hg/ha,97648.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1997,hg/ha,98675.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1998,hg/ha,88323.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",1999,hg/ha,97874.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2000,hg/ha,92953.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2001,hg/ha,91929.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2002,hg/ha,77295.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2003,hg/ha,66994.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2004,hg/ha,67500.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2005,hg/ha,74691.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2006,hg/ha,80345.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2007,hg/ha,80000.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2008,hg/ha,78145.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2009,hg/ha,73615.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2010,hg/ha,72724.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2011,hg/ha,71523.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2012,hg/ha,70322.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2013,hg/ha,69121.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2014,hg/ha,68448.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2015,hg/ha,69423.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2016,hg/ha,68995.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2017,hg/ha,68390.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2018,hg/ha,68937.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2019,hg/ha,68570.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2020,hg/ha,68634.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2021,hg/ha,71362.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2022,hg/ha,69505.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2023,hg/ha,69815.0
Crops,Kenya,Yield,"Other citrus fruit, n.e.c.",2024,hg/ha,70220.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1961,hg/ha,45000.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1962,hg/ha,50769.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1963,hg/ha,52239.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1964,hg/ha,52239.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1965,hg/ha,52239.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1966,hg/ha,52239.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1967,hg/ha,52941.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1968,hg/ha,52857.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1969,hg/ha,53521.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1970,hg/ha,54167.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1971,hg/ha,53333.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1972,hg/ha,53333.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1973,hg/ha,53333.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1974,hg/ha,53333.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1975,hg/ha,53333.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1976,hg/ha,53750.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1977,hg/ha,54878.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1978,hg/ha,55294.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1979,hg/ha,55556.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1980,hg/ha,56522.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1981,hg/ha,57895.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1982,hg/ha,58763.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1983,hg/ha,59000.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1984,hg/ha,59406.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1985,hg/ha,59804.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1986,hg/ha,60784.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1987,hg/ha,60784.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1988,hg/ha,61765.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1989,hg/ha,62328.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1990,hg/ha,58320.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1991,hg/ha,99669.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1992,hg/ha,129634.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1993,hg/ha,111367.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1994,hg/ha,83333.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1995,hg/ha,123368.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1996,hg/ha,105116.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1997,hg/ha,106756.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1998,hg/ha,111592.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",1999,hg/ha,102829.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2000,hg/ha,98902.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2001,hg/ha,110448.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2002,hg/ha,117309.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2003,hg/ha,104496.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2004,hg/ha,108434.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2005,hg/ha,113095.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2006,hg/ha,111309.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2007,hg/ha,111060.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2008,hg/ha,109946.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2009,hg/ha,110245.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2010,hg/ha,110544.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2011,hg/ha,110842.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2012,hg/ha,111141.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2013,hg/ha,111439.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2014,hg/ha,110664.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2015,hg/ha,110630.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2016,hg/ha,116388.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2017,hg/ha,117789.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2018,hg/ha,119995.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2019,hg/ha,123354.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2020,hg/ha,120377.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2021,hg/ha,121238.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2022,hg/ha,121655.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2023,hg/ha,121090.0
Crops,Kenya,Yield,"Other fruits, n.e.c.",2024,hg/ha,121328.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1961,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1962,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1963,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1964,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1965,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1966,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1967,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1968,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1969,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1970,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1971,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1972,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1973,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1974,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1975,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1976,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1977,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1978,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1979,hg/ha,8333.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1980,hg/ha,8571.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1981,hg/ha,8485.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1982,hg/ha,8421.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1983,hg/ha,8571.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1984,hg/ha,8696.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1985,hg/ha,8929.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1986,hg/ha,8929.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1987,hg/ha,8929.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1988,hg/ha,9091.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1989,hg/ha,8966.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1990,hg/ha,8519.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1991,hg/ha,8957.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1992,hg/ha,29052.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1993,hg/ha,29812.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1994,hg/ha,27500.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1995,hg/ha,23002.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1996,hg/ha,16385.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1997,hg/ha,19000.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1998,hg/ha,41046.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",1999,hg/ha,41158.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2000,hg/ha,50860.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2001,hg/ha,47227.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2002,hg/ha,54114.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2003,hg/ha,50302.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2004,hg/ha,42857.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2005,hg/ha,48214.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2006,hg/ha,48148.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2007,hg/ha,51481.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2008,hg/ha,54286.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2009,hg/ha,56538.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2010,hg/ha,57672.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2011,hg/ha,55184.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2012,hg/ha,55866.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2013,hg/ha,56548.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2014,hg/ha,57947.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2015,hg/ha,59872.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2016,hg/ha,56908.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2017,hg/ha,58413.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2018,hg/ha,57247.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,hg/ha,55962.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,hg/ha,57478.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,hg/ha,56311.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2022,hg/ha,56588.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,hg/ha,56794.0
Crops,Kenya,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2024,hg/ha,56564.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1961,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1962,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1963,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1964,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1965,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1966,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1967,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1968,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1969,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1970,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1971,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1972,hg/ha,3750.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1973,hg/ha,3750.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1974,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1975,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1976,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1977,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1978,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1979,hg/ha,3750.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1980,hg/ha,3750.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1981,hg/ha,3750.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1982,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1983,hg/ha,3846.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1984,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1985,hg/ha,4211.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1986,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1987,hg/ha,4286.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1988,hg/ha,4667.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1989,hg/ha,4571.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1990,hg/ha,4500.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1991,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1992,hg/ha,4000.0
Crops,Kenya,Yield,"Other oil seeds, n.e.c.",1993,hg/ha,4360.0
